,first_degree_dt_auc,first_degree_dt_diff,first_degree_dt_std,first_degree_lr_auc,first_degree_lr_diff,first_degree_lr_std,first_degree_mlp_auc,first_degree_mlp_diff,first_degree_mlp_std,first_degree_neighbors,full_dt_auc,full_dt_std,full_lr_auc,full_lr_std,full_mlp_auc,full_mlp_std,gene_name,second_degree_dt_auc,second_degree_dt_diff,second_degree_dt_std,second_degree_lr_auc,second_degree_lr_diff,second_degree_lr_std,second_degree_mlp_auc,second_degree_mlp_diff,second_degree_mlp_std,second_degree_neighbors
0,0.59,-0.05999999999999994,0.05,0.43,0.12000000000000005,0.05,0.5,0.030000000000000027,0.0,"UBE2I,UBE2D4",0.53,0.07,0.55,0.04,0.53,0.07,RNF10,0.52,0.010000000000000009,0.06,0.58,-0.029999999999999916,0.06,0.52,0.010000000000000009,0.03,"UBE2I,UBE2D4,NUDCD3,HDAC3,HSF2,ATF7IP,MKRN3,RIPK2,SOX4,ARNTL,FAS,SMC3,ETS1,ZYX,RAD54L2,XPO1,TCF3,RAD21,BMI1,BLM,SKIL,DACH1,LMNA,UCHL1,TNFRSF1A,FKBP6,TOP1,SREBF1,RAD52,RNF128,FLNC,SP100,ARIH2,TRIM17,CADPS2,TRIM8,MKRN3,TRIM25,RNF7,RNF5,TRIM5"
